Designator,Package,Mid X,Mid Y,Layer,Rotation,Comment
LED376,SK6805-1515,73.538,141.154,Front,96.6,SK6805-1515 LED
LED377,SK6805-1515,71.244,141.29,Front,90.1,SK6805-1515 LED
LED378,SK6805-1515,68.944,141.255,Front,89,SK6805-1515 LED
LED379,SK6805-1515,66.647,141.218,Front,89,SK6805-1515 LED
LED380,SK6805-1515,64.279,141.18,Front,89,SK6805-1515 LED
LED381,SK6805-1515,61.912,141.142,Front,89,SK6805-1515 LED
LED382,SK6805-1515,59.588,141.53,Front,109.6,SK6805-1515 LED
LED383,SK6805-1515,57.543,142.699,Front,129.8,SK6805-1515 LED
LED384,SK6805-1515,56.024,144.5,Front,149.8,SK6805-1515 LED
LED385,SK6805-1515,55.219,146.714,Front,170.1,SK6805-1515 LED
LED386,SK6805-1515,55.12,149.076,Front,180,SK6805-1515 LED
LED387,SK6805-1515,55.12,151.444,Front,180,SK6805-1515 LED
LED388,SK6805-1515,55.12,153.788,Front,180,SK6805-1515 LED
LED389,SK6805-1515,55.12,156.116,Front,180,SK6805-1515 LED
LED390,SK6805-1515,55.12,158.444,Front,180,SK6805-1515 LED
LED391,SK6805-1515,55.12,160.772,Front,180,SK6805-1515 LED
LED392,SK6805-1515,55.263,163.09,Front,191.8,SK6805-1515 LED
LED393,SK6805-1515,56.124,165.24,Front,211.8,SK6805-1515 LED
LED394,SK6805-1515,57.666,166.969,Front,231.6,SK6805-1515 LED
LED395,SK6805-1515,59.702,168.072,Front,251.5,SK6805-1515 LED
LED396,SK6805-1515,61.993,168.416,Front,270,SK6805-1515 LED
LED397,SK6805-1515,64.321,168.416,Front,270,SK6805-1515 LED
LED398,SK6805-1515,66.592,168.416,Front,270,SK6805-1515 LED
LED399,SK6805-1515,68.814,168.416,Front,270,SK6805-1515 LED
LED400,SK6805-1515,71.036,168.416,Front,270,SK6805-1515 LED
LED401,SK6805-1515,73.258,168.416,Front,270,SK6805-1515 LED
LED402,SK6805-1515,75.48,168.416,Front,270,SK6805-1515 LED
LED403,SK6805-1515,77.702,168.416,Front,270,SK6805-1515 LED
LED404,SK6805-1515,79.924,168.416,Front,270,SK6805-1515 LED
LED405,SK6805-1515,82.146,168.416,Front,270,SK6805-1515 LED
LED406,SK6805-1515,84.368,168.416,Front,270,SK6805-1515 LED
LED407,SK6805-1515,86.588,168.476,Front,265.3,SK6805-1515 LED
LED408,SK6805-1515,88.786,168.792,Front,258.2,SK6805-1515 LED
LED409,SK6805-1515,90.929,169.376,Front,251.2,SK6805-1515 LED
LED410,SK6805-1515,92.983,170.218,Front,244.1,SK6805-1515 LED
LED411,SK6805-1515,94.919,171.306,Front,237.1,SK6805-1515 LED
LED412,SK6805-1515,96.707,172.623,Front,230.1,SK6805-1515 LED
LED413,SK6805-1515,98.328,174.142,Front,225,SK6805-1515 LED
LED414,SK6805-1515,99.899,175.713,Front,225,SK6805-1515 LED
LED415,SK6805-1515,118.956,194.098,Front,45.3,SK6805-1515 LED
LED416,SK6805-1515,117.34,192.505,Front,45.3,SK6805-1515 LED
LED417,SK6805-1515,115.725,190.911,Front,45.3,SK6805-1515 LED
LED418,SK6805-1515,114.11,189.318,Front,45.3,SK6805-1515 LED
LED419,SK6805-1515,126.278,201.321,Front,45.3,SK6805-1515 LED
LED420,SK6805-1515,124.732,199.795,Front,45.3,SK6805-1515 LED
LED421,SK6805-1515,123.186,198.27,Front,45.3,SK6805-1515 LED
LED422,SK6805-1515,126.052,136.238,Front,179.9,SK6805-1515 LED
LED423,SK6805-1515,-1.729,114.838,Front,270,SK6805-1515 LED
LED424,SK6805-1515,0.609,114.838,Front,270,SK6805-1515 LED
LED425,SK6805-1515,2.947,114.838,Front,270,SK6805-1515 LED
LED426,SK6805-1515,5.285,114.838,Front,270,SK6805-1515 LED
LED427,SK6805-1515,7.623,114.838,Front,270,SK6805-1515 LED
LED428,SK6805-1515,9.961,114.838,Front,270,SK6805-1515 LED
LED429,SK6805-1515,12.299,114.838,Front,270,SK6805-1515 LED
LED430,SK6805-1515,14.637,114.838,Front,270,SK6805-1515 LED
LED431,SK6805-1515,16.975,114.838,Front,270,SK6805-1515 LED
LED432,SK6805-1515,31.709,114.838,Front,270,SK6805-1515 LED
LED433,SK6805-1515,34.34,114.78,Front,274,SK6805-1515 LED
LED434,SK6805-1515,36.942,114.44,Front,280.8,SK6805-1515 LED
LED435,SK6805-1515,39.354,113.839,Front,287.2,SK6805-1515 LED
LED436,SK6805-1515,41.684,112.972,Front,293.6,SK6805-1515 LED
LED437,SK6805-1515,43.903,111.851,Front,299.9,SK6805-1515 LED
LED438,SK6805-1515,45.983,110.491,Front,306.3,SK6805-1515 LED
LED439,SK6805-1515,47.901,108.909,Front,312.6,SK6805-1515 LED
LED440,SK6805-1515,49.632,107.126,Front,319,SK6805-1515 LED
LED441,SK6805-1515,51.157,105.163,Front,325.3,SK6805-1515 LED
LED442,SK6805-1515,52.455,103.043,Front,331.6,SK6805-1515 LED
LED443,SK6805-1515,53.51,100.792,Front,338,SK6805-1515 LED
LED444,SK6805-1515,54.307,98.438,Front,344.4,SK6805-1515 LED
LED445,SK6805-1515,54.837,96.009,Front,350.8,SK6805-1515 LED
LED446,SK6805-1515,55.132,76.376,Front,0,SK6805-1515 LED
LED447,SK6805-1515,55.132,73.892,Front,0,SK6805-1515 LED
LED448,SK6805-1515,55.132,71.408,Front,0,SK6805-1515 LED
LED449,SK6805-1515,55.132,69.301,Front,0,SK6805-1515 LED
LED450,SK6805-1515,55.132,66.902,Front,0,SK6805-1515 LED
LED451,SK6805-1515,55.132,64.503,Front,0,SK6805-1515 LED
LED452,SK6805-1515,55.132,62.104,Front,0,SK6805-1515 LED
LED453,SK6805-1515,55.132,59.705,Front,0,SK6805-1515 LED
LED454,SK6805-1515,55.225,57.655,Front,350.7,SK6805-1515 LED
LED455,SK6805-1515,55.908,55.402,Front,335.5,SK6805-1515 LED
LED456,SK6805-1515,57.158,53.407,Front,320.2,SK6805-1515 LED
LED457,SK6805-1515,58.894,51.817,Front,304.6,SK6805-1515 LED
LED458,SK6805-1515,61,50.768,Front,288.2,SK6805-1515 LED
LED459,SK6805-1515,63.318,50.363,Front,271.5,SK6805-1515 LED
LED460,SK6805-1515,65.679,50.349,Front,270.3,SK6805-1515 LED
LED461,SK6805-1515,68.04,50.336,Front,270.3,SK6805-1515 LED
LED462,SK6805-1515,70.401,50.323,Front,270.3,SK6805-1515 LED
LED463,SK6805-1515,72.762,50.31,Front,270.3,SK6805-1515 LED
LED464,SK6805-1515,98.266,50.303,Front,270,SK6805-1515 LED
LED465,SK6805-1515,100.664,50.303,Front,270,SK6805-1515 LED
LED466,SK6805-1515,103.062,50.303,Front,270,SK6805-1515 LED
LED467,SK6805-1515,105.46,50.303,Front,270,SK6805-1515 LED
LED468,SK6805-1515,107.837,50.303,Front,270,SK6805-1515 LED
LED469,SK6805-1515,110.242,50.303,Front,270,SK6805-1515 LED
LED470,SK6805-1515,112.647,50.303,Front,270,SK6805-1515 LED
LED471,SK6805-1515,115.052,50.303,Front,270,SK6805-1515 LED
LED472,SK6805-1515,117.457,50.303,Front,270,SK6805-1515 LED
LED473,SK6805-1515,119.862,50.303,Front,270,SK6805-1515 LED
LED474,SK6805-1515,122.055,50.303,Front,270,SK6805-1515 LED
LED475,SK6805-1515,124.375,50.303,Front,269.7,SK6805-1515 LED
LED476,SK6805-1515,126.663,50.64,Front,253.4,SK6805-1515 LED
LED477,SK6805-1515,128.764,51.605,Front,237.1,SK6805-1515 LED
LED478,SK6805-1515,130.525,53.107,Front,225,SK6805-1515 LED
LED479,SK6805-1515,132.014,54.595,Front,225,SK6805-1515 LED
LED480,SK6805-1515,133.691,56.272,Front,225,SK6805-1515 LED
LED481,SK6805-1515,135.367,57.949,Front,225,SK6805-1515 LED
LED482,SK6805-1515,137.044,59.625,Front,225,SK6805-1515 LED
LED483,SK6805-1515,138.72,61.302,Front,225,SK6805-1515 LED
LED484,SK6805-1515,140.432,62.941,Front,228.7,SK6805-1515 LED
LED485,SK6805-1515,142.289,64.414,Front,234.4,SK6805-1515 LED
LED486,SK6805-1515,144.094,65.585,Front,239.5,SK6805-1515 LED
LED487,SK6805-1515,146.008,66.595,Front,244.7,SK6805-1515 LED
LED488,SK6805-1515,148.006,67.427,Front,249.9,SK6805-1515 LED
LED489,SK6805-1515,150.071,68.074,Front,255.1,SK6805-1515 LED
LED490,SK6805-1515,152.187,68.532,Front,260.3,SK6805-1515 LED
LED491,SK6805-1515,154.335,68.796,Front,265.5,SK6805-1515 LED
LED492,SK6805-1515,156.498,68.867,Front,270,SK6805-1515 LED
LED493,SK6805-1515,175.238,69.935,Front,256.5,SK6805-1515 LED
LED494,SK6805-1515,177.361,70.569,Front,250.5,SK6805-1515 LED
LED495,SK6805-1515,179.417,71.397,Front,245.7,SK6805-1515 LED
LED496,SK6805-1515,181.404,72.379,Front,241.7,SK6805-1515 LED
LED497,SK6805-1515,183.323,73.49,Front,238.1,SK6805-1515 LED
LED498,SK6805-1515,185.171,74.713,Front,234.8,SK6805-1515 LED
LED499,SK6805-1515,186.947,76.04,Front,231.6,SK6805-1515 LED
LED500,SK6805-1515,188.645,77.464,Front,228.4,SK6805-1515 LED
LED501,SK6805-1515,190.235,79.009,Front,225.2,SK6805-1515 LED
LED502,SK6805-1515,191.811,80.569,Front,225.2,SK6805-1515 LED
LED503,SK6805-1515,196.086,84.8,Front,225.2,SK6805-1515 LED
LED504,SK6805-1515,197.817,86.513,Front,225.2,SK6805-1515 LED
LED505,SK6805-1515,199.548,88.226,Front,225.2,SK6805-1515 LED
LED506,SK6805-1515,201.278,89.939,Front,225.2,SK6805-1515 LED
LED507,SK6805-1515,203.009,91.652,Front,225.2,SK6805-1515 LED
LED508,SK6805-1515,121.099,196.212,Front,45.3,SK6805-1515 LED
LED509,SK6805-1515,23.846,135.454,Front,340,SK6805-1515 LED
LED510,SK6805-1515,126.052,117.928,Front,179.9,SK6805-1515 LED
LED511,SK6805-1515,193.967,82.702,Front,225.2,SK6805-1515 LED
LED512,SK6805-1515,49.733,86.1,Front,270,SK6805-1515 LED
LED513,SK6805-1515,102.807,186.465,Front,134.2,SK6805-1515 LED
LED514,SK6805-1515,108.923,180.539,Front,134.2,SK6805-1515 LED
LED515,SK6805-1515,96.586,192.306,Front,134.2,SK6805-1515 LED
LED516,SK6805-1515,106.335,183.015,Front,223.9,SK6805-1515 LED
LED517,SK6805-1515,197.66,58.015,Front,270,SK6805-1515 LED
LED518,SK6805-1515,246.02,134.221,Front,225.2,SK6805-1515 LED
LED519,SK6805-1515,268.855,58.017,Front,270,SK6805-1515 LED
LED520,SK6805-1515,252.081,58.015,Front,270,SK6805-1515 LED
LED521,SK6805-1515,237.923,58.016,Front,270,SK6805-1515 LED
LED522,SK6805-1515,223.808,58.015,Front,270,SK6805-1515 LED
LED523,SK6805-1515,220.365,108.83,Front,225.2,SK6805-1515 LED
LED524,SK6805-1515,243.957,132.179,Front,225.2,SK6805-1515 LED
LED525,SK6805-1515,242.528,130.765,Front,225.2,SK6805-1515 LED
LED526,SK6805-1515,241.1,129.351,Front,225.2,SK6805-1515 LED
LED527,SK6805-1515,239.671,127.937,Front,225.2,SK6805-1515 LED
LED528,SK6805-1515,238.242,126.523,Front,225.2,SK6805-1515 LED
LED529,SK6805-1515,236.814,125.11,Front,225.2,SK6805-1515 LED
LED530,SK6805-1515,235.385,123.696,Front,225.2,SK6805-1515 LED
LED531,SK6805-1515,231.171,119.524,Front,225.2,SK6805-1515 LED
LED532,SK6805-1515,229.721,118.089,Front,225.2,SK6805-1515 LED
LED533,SK6805-1515,228.271,116.654,Front,225.2,SK6805-1515 LED
LED534,SK6805-1515,226.821,115.219,Front,225.2,SK6805-1515 LED
LED535,SK6805-1515,225.371,113.784,Front,225.2,SK6805-1515 LED
LED536,SK6805-1515,223.921,112.349,Front,225.2,SK6805-1515 LED
LED537,SK6805-1515,222.471,110.914,Front,225.2,SK6805-1515 LED
LED538,SK6805-1515,218.311,106.797,Front,225.2,SK6805-1515 LED
LED539,SK6805-1515,216.751,105.252,Front,225.2,SK6805-1515 LED
LED540,SK6805-1515,215.192,103.708,Front,225.2,SK6805-1515 LED
LED541,SK6805-1515,213.632,102.164,Front,225.2,SK6805-1515 LED
LED542,SK6805-1515,212.072,100.619,Front,225.2,SK6805-1515 LED
LED543,SK6805-1515,210.512,99.075,Front,225.2,SK6805-1515 LED
LED544,SK6805-1515,208.952,97.531,Front,225.2,SK6805-1515 LED
LED545,SK6805-1515,204.74,93.365,Front,225.2,SK6805-1515 LED
LED546,SK6805-1515,206.943,95.545,Front,225.2,SK6805-1515 LED
LED547,SK6805-1515,233.249,121.581,Front,225.2,SK6805-1515 LED
LED548,SK6805-1515,265.923,58.016,Front,270,SK6805-1515 LED
LED549,SK6805-1515,263.745,58.016,Front,270,SK6805-1515 LED
LED550,SK6805-1515,261.567,58.016,Front,270,SK6805-1515 LED
LED551,SK6805-1515,259.389,58.016,Front,270,SK6805-1515 LED
LED552,SK6805-1515,257.211,58.016,Front,270,SK6805-1515 LED
LED553,SK6805-1515,255.033,58.016,Front,270,SK6805-1515 LED
LED554,SK6805-1515,249.09,58.016,Front,270,SK6805-1515 LED
LED555,SK6805-1515,247.042,58.016,Front,270,SK6805-1515 LED
LED556,SK6805-1515,244.994,58.016,Front,270,SK6805-1515 LED
LED557,SK6805-1515,242.946,58.016,Front,270,SK6805-1515 LED
LED558,SK6805-1515,240.898,58.016,Front,270,SK6805-1515 LED
LED559,SK6805-1515,234.955,58.016,Front,270,SK6805-1515 LED
LED560,SK6805-1515,232.915,58.016,Front,270,SK6805-1515 LED
LED561,SK6805-1515,230.875,58.016,Front,270,SK6805-1515 LED
LED562,SK6805-1515,228.835,58.016,Front,270,SK6805-1515 LED
LED563,SK6805-1515,226.795,58.016,Front,270,SK6805-1515 LED
LED564,SK6805-1515,220.812,58.016,Front,270,SK6805-1515 LED
LED565,SK6805-1515,218.569,58.016,Front,270,SK6805-1515 LED
LED566,SK6805-1515,216.326,58.016,Front,270,SK6805-1515 LED
LED567,SK6805-1515,214.083,58.016,Front,270,SK6805-1515 LED
LED568,SK6805-1515,211.84,58.016,Front,270,SK6805-1515 LED
LED569,SK6805-1515,209.597,58.016,Front,270,SK6805-1515 LED
LED570,SK6805-1515,207.354,58.016,Front,270,SK6805-1515 LED
LED571,SK6805-1515,205.111,58.016,Front,270,SK6805-1515 LED
LED572,SK6805-1515,151.659,-13.347,Front,135.6,SK6805-1515 LED
LED573,SK6805-1515,145.059,-6.591,Front,135.6,SK6805-1515 LED
LED574,SK6805-1515,146.555,-8.122,Front,135.6,SK6805-1515 LED
LED575,SK6805-1515,148.051,-9.654,Front,135.6,SK6805-1515 LED
LED576,SK6805-1515,149.547,-11.185,Front,135.6,SK6805-1515 LED
LED577,SK6805-1515,153.694,-15.431,Front,135.6,SK6805-1515 LED
LED578,SK6805-1515,155.321,-17.096,Front,135.6,SK6805-1515 LED
LED579,SK6805-1515,156.947,-18.762,Front,135.6,SK6805-1515 LED
LED580,SK6805-1515,158.574,-20.427,Front,135.6,SK6805-1515 LED
LED581,SK6805-1515,160.201,-22.092,Front,135.6,SK6805-1515 LED
LED582,SK6805-1515,161.827,-23.758,Front,135.6,SK6805-1515 LED
LED583,SK6805-1515,163.481,-25.395,Front,130.4,SK6805-1515 LED
LED584,SK6805-1515,165.381,-26.734,Front,119.9,SK6805-1515 LED
LED585,SK6805-1515,167.512,-27.655,Front,103.7,SK6805-1515 LED
LED586,SK6805-1515,173.453,-28.21,Front,92.9,SK6805-1515 LED
LED587,SK6805-1515,175.6,-28.319,Front,92.9,SK6805-1515 LED
LED588,SK6805-1515,177.747,-28.427,Front,92.9,SK6805-1515 LED
LED589,SK6805-1515,179.895,-28.536,Front,92.9,SK6805-1515 LED
LED590,SK6805-1515,182.042,-28.645,Front,92.9,SK6805-1515 LED
LED591,SK6805-1515,184.189,-28.754,Front,92.9,SK6805-1515 LED
LED592,SK6805-1515,190.038,-29.484,Front,108.3,SK6805-1515 LED
LED593,SK6805-1515,192.027,-30.348,Front,118.6,SK6805-1515 LED
LED594,SK6805-1515,193.829,-31.555,Front,128.9,SK6805-1515 LED
LED595,SK6805-1515,195.49,-32.956,Front,130.2,SK6805-1515 LED
LED596,SK6805-1515,197.148,-34.358,Front,130.2,SK6805-1515 LED
LED597,SK6805-1515,198.807,-35.76,Front,130.2,SK6805-1515 LED
LED598,SK6805-1515,203.338,-39.591,Front,130.2,SK6805-1515 LED
LED599,SK6805-1515,204.938,-40.944,Front,130.2,SK6805-1515 LED
LED600,SK6805-1515,206.538,-42.297,Front,130.2,SK6805-1515 LED
LED601,SK6805-1515,208.138,-43.649,Front,130.2,SK6805-1515 LED
LED602,SK6805-1515,209.738,-45.002,Front,130.2,SK6805-1515 LED
LED603,SK6805-1515,211.337,-46.354,Front,130.2,SK6805-1515 LED
LED604,SK6805-1515,212.937,-47.707,Front,130.2,SK6805-1515 LED
LED605,SK6805-1515,143.008,-4.491,Front,135.6,SK6805-1515 LED
LED606,SK6805-1515,215.228,-49.644,Front,130.2,SK6805-1515 LED
LED607,SK6805-1515,170.397,-28.055,Front,92.9,SK6805-1515 LED
LED608,SK6805-1515,187.144,-28.907,Front,94.2,SK6805-1515 LED
LED609,SK6805-1515,201.104,-37.702,Front,130.2,SK6805-1515 LED
LED610,SK6805-1515,31.905,-145.437,Front,180,SK6805-1515 LED
LED611,SK6805-1515,11.978,-5.153,Front,224,SK6805-1515 LED
LED612,SK6805-1515,10.278,-6.912,Front,224,SK6805-1515 LED
LED613,SK6805-1515,8.578,-8.67,Front,224,SK6805-1515 LED
LED614,SK6805-1515,3.883,-23.299,Front,180,SK6805-1515 LED
LED615,SK6805-1515,3.883,-25.59,Front,180,SK6805-1515 LED
LED616,SK6805-1515,3.883,-27.881,Front,180,SK6805-1515 LED
LED617,SK6805-1515,3.883,-30.172,Front,180,SK6805-1515 LED
LED618,SK6805-1515,3.883,-32.463,Front,180,SK6805-1515 LED
LED619,SK6805-1515,3.883,-34.754,Front,180,SK6805-1515 LED
LED620,SK6805-1515,3.883,-37.045,Front,180,SK6805-1515 LED
LED621,SK6805-1515,3.883,-39.336,Front,180,SK6805-1515 LED
LED622,SK6805-1515,3.913,-41.542,Front,176.2,SK6805-1515 LED
LED623,SK6805-1515,4.261,-43.781,Front,165.7,SK6805-1515 LED
LED624,SK6805-1515,5.049,-45.904,Front,153.1,SK6805-1515 LED
LED625,SK6805-1515,6.32,-47.775,Front,138,SK6805-1515 LED
LED626,SK6805-1515,8.057,-49.223,Front,121.4,SK6805-1515 LED
LED627,SK6805-1515,9.951,-50.064,Front,106.6,SK6805-1515 LED
LED628,SK6805-1515,12.184,-50.437,Front,92.7,SK6805-1515 LED
LED629,SK6805-1515,14.452,-50.527,Front,95.1,SK6805-1515 LED
LED630,SK6805-1515,16.696,-50.864,Front,101.9,SK6805-1515 LED
LED631,SK6805-1515,18.883,-51.464,Front,108.7,SK6805-1515 LED
LED632,SK6805-1515,20.984,-52.32,Front,115.5,SK6805-1515 LED
LED633,SK6805-1515,22.969,-53.419,Front,122.3,SK6805-1515 LED
LED634,SK6805-1515,24.811,-54.744,Front,129.1,SK6805-1515 LED
LED635,SK6805-1515,26.484,-56.276,Front,135.8,SK6805-1515 LED
LED636,SK6805-1515,27.966,-57.993,Front,142.5,SK6805-1515 LED
LED637,SK6805-1515,29.236,-59.873,Front,149.3,SK6805-1515 LED
LED638,SK6805-1515,30.275,-61.89,Front,156.1,SK6805-1515 LED
LED639,SK6805-1515,31.068,-64.016,Front,162.9,SK6805-1515 LED
LED640,SK6805-1515,31.589,-66.145,Front,169.5,SK6805-1515 LED
LED641,SK6805-1515,31.871,-68.454,Front,176.4,SK6805-1515 LED
LED642,SK6805-1515,31.908,-70.781,Front,180,SK6805-1515 LED
LED643,SK6805-1515,31.908,-73.109,Front,180,SK6805-1515 LED
LED644,SK6805-1515,31.908,-75.437,Front,180,SK6805-1515 LED
LED645,SK6805-1515,31.908,-77.765,Front,180,SK6805-1515 LED
LED646,SK6805-1515,31.908,-80.093,Front,180,SK6805-1515 LED
LED647,SK6805-1515,31.908,-82.421,Front,180,SK6805-1515 LED
LED648,SK6805-1515,31.907,-84.749,Front,180,SK6805-1515 LED
LED649,SK6805-1515,31.907,-87.077,Front,180,SK6805-1515 LED
LED650,SK6805-1515,31.907,-89.405,Front,180,SK6805-1515 LED
LED651,SK6805-1515,31.907,-91.926,Front,180,SK6805-1515 LED
LED652,SK6805-1515,31.907,-94.529,Front,180,SK6805-1515 LED
LED653,SK6805-1515,31.907,-97.132,Front,180,SK6805-1515 LED
LED654,SK6805-1515,31.906,-117.255,Front,180,SK6805-1515 LED
LED655,SK6805-1515,31.906,-119.75,Front,180,SK6805-1515 LED
LED656,SK6805-1515,31.906,-122.245,Front,180,SK6805-1515 LED
LED657,SK6805-1515,31.906,-128.17,Front,180,SK6805-1515 LED
LED658,SK6805-1515,31.906,-130.564,Front,180,SK6805-1515 LED
LED659,SK6805-1515,31.906,-132.958,Front,180,SK6805-1515 LED
LED660,SK6805-1515,31.906,-135.352,Front,180,SK6805-1515 LED
LED661,SK6805-1515,31.906,-137.746,Front,180,SK6805-1515 LED
LED662,SK6805-1515,31.906,-140.14,Front,180,SK6805-1515 LED
LED663,SK6805-1515,31.906,-142.534,Front,180,SK6805-1515 LED
LED664,SK6805-1515,31.933,-125.194,Front,179.8,SK6805-1515 LED
LED665,SK6805-1515,-4.142,-52.097,Front,148.7,SK6805-1515 LED
LED666,SK6805-1515,-2.87,-53.933,Front,141.8,SK6805-1515 LED
LED667,SK6805-1515,-1.388,-55.604,Front,134.9,SK6805-1515 LED
LED668,SK6805-1515,0.285,-57.084,Front,128,SK6805-1515 LED
LED669,SK6805-1515,2.125,-58.351,Front,121,SK6805-1515 LED
LED670,SK6805-1515,4.016,-59.342,Front,114.2,SK6805-1515 LED
LED671,SK6805-1515,6.019,-60.107,Front,107.5,SK6805-1515 LED
LED672,SK6805-1515,8.098,-60.63,Front,100.7,SK6805-1515 LED
LED673,SK6805-1515,10.224,-60.906,Front,94,SK6805-1515 LED
LED674,SK6805-1515,12.366,-60.999,Front,92.7,SK6805-1515 LED
LED675,SK6805-1515,14.477,-61.349,Front,106,SK6805-1515 LED
LED676,SK6805-1515,16.451,-62.177,Front,119.4,SK6805-1515 LED
LED677,SK6805-1515,18.181,-63.437,Front,132.6,SK6805-1515 LED
LED678,SK6805-1515,19.576,-65.06,Front,145.9,SK6805-1515 LED
LED679,SK6805-1515,20.562,-66.959,Front,159.2,SK6805-1515 LED
LED680,SK6805-1515,21.078,-69,Front,172.3,SK6805-1515 LED
LED681,SK6805-1515,21.16,-71.264,Front,180,SK6805-1515 LED
LED682,SK6805-1515,21.16,-73.532,Front,180,SK6805-1515 LED
LED683,SK6805-1515,21.16,-75.8,Front,180,SK6805-1515 LED
LED684,SK6805-1515,21.16,-78.068,Front,180,SK6805-1515 LED
LED685,SK6805-1515,21.16,-80.336,Front,180,SK6805-1515 LED
LED686,SK6805-1515,21.16,-82.604,Front,180,SK6805-1515 LED
LED687,SK6805-1515,21.16,-84.872,Front,180,SK6805-1515 LED
LED688,SK6805-1515,21.16,-87.14,Front,180,SK6805-1515 LED
LED689,SK6805-1515,21.16,-89.408,Front,180,SK6805-1515 LED
LED690,SK6805-1515,21.16,-91.347,Front,180,SK6805-1515 LED
LED691,SK6805-1515,21.16,-93.393,Front,180,SK6805-1515 LED
LED692,SK6805-1515,21.16,-95.439,Front,180,SK6805-1515 LED
LED693,SK6805-1515,21.16,-97.485,Front,180,SK6805-1515 LED
LED694,SK6805-1515,19.694,-115.966,Front,218.1,SK6805-1515 LED
LED695,SK6805-1515,18.028,-117.488,Front,237,SK6805-1515 LED
LED696,SK6805-1515,15.958,-118.387,Front,256,SK6805-1515 LED
LED697,SK6805-1515,13.708,-118.589,Front,270,SK6805-1515 LED
LED698,SK6805-1515,11.441,-118.589,Front,270,SK6805-1515 LED
LED699,SK6805-1515,9.174,-118.588,Front,270,SK6805-1515 LED
LED700,SK6805-1515,6.907,-118.587,Front,270,SK6805-1515 LED
LED701,SK6805-1515,4.64,-118.585,Front,270,SK6805-1515 LED
LED702,SK6805-1515,2.373,-118.584,Front,270,SK6805-1515 LED
LED703,SK6805-1515,0.106,-118.583,Front,270,SK6805-1515 LED
LED704,SK6805-1515,-2.161,-118.582,Front,270,SK6805-1515 LED
LED705,SK6805-1515,3.28,-13.8,Front,269.7,SK6805-1515 LED
LED706,SK6805-1515,-71.017,-154.925,Front,180,SK6805-1515 LED
LED707,SK6805-1515,-50.472,-118.557,Front,270,SK6805-1515 LED
LED708,SK6805-1515,-19.638,19.799,Front,136.8,SK6805-1515 LED
LED709,SK6805-1515,-18.031,18.087,Front,136.8,SK6805-1515 LED
LED710,SK6805-1515,-16.424,16.374,Front,136.8,SK6805-1515 LED
LED711,SK6805-1515,-14.818,14.662,Front,136.8,SK6805-1515 LED
LED712,SK6805-1515,-13.211,12.95,Front,136.8,SK6805-1515 LED
LED713,SK6805-1515,-11.609,11.234,Front,138.6,SK6805-1515 LED
LED714,SK6805-1515,-10.172,9.379,Front,145.7,SK6805-1515 LED
LED715,SK6805-1515,-8.976,7.36,Front,152.8,SK6805-1515 LED
LED716,SK6805-1515,-8.038,5.209,Front,159.9,SK6805-1515 LED
LED717,SK6805-1515,-7.373,2.959,Front,167,SK6805-1515 LED
LED718,SK6805-1515,-6.992,0.643,Front,174.2,SK6805-1515 LED
LED719,SK6805-1515,-6.895,-1.701,Front,180,SK6805-1515 LED
LED720,SK6805-1515,-6.896,-4.049,Front,180,SK6805-1515 LED
LED721,SK6805-1515,-6.896,-23.351,Front,180,SK6805-1515 LED
LED722,SK6805-1515,-6.896,-25.635,Front,180,SK6805-1515 LED
LED723,SK6805-1515,-6.896,-27.919,Front,180,SK6805-1515 LED
LED724,SK6805-1515,-6.896,-30.203,Front,180,SK6805-1515 LED
LED725,SK6805-1515,-6.896,-32.487,Front,180,SK6805-1515 LED
LED726,SK6805-1515,-6.896,-34.771,Front,180,SK6805-1515 LED
LED727,SK6805-1515,-6.896,-37.055,Front,180,SK6805-1515 LED
LED728,SK6805-1515,-6.896,-39.339,Front,180,SK6805-1515 LED
LED729,SK6805-1515,-6.896,-41.427,Front,180,SK6805-1515 LED
LED730,SK6805-1515,-6.84,-43.66,Front,175.6,SK6805-1515 LED
LED731,SK6805-1515,-6.543,-45.874,Front,169,SK6805-1515 LED
LED732,SK6805-1515,-5.99,-48.039,Front,162.3,SK6805-1515 LED
LED733,SK6805-1515,-5.187,-50.123,Front,155.5,SK6805-1515 LED
LED734,SK6805-1515,-4.428,-118.581,Front,270,SK6805-1515 LED
LED735,SK6805-1515,-6.695,-118.579,Front,270,SK6805-1515 LED
LED736,SK6805-1515,-8.962,-118.578,Front,270,SK6805-1515 LED
LED737,SK6805-1515,-11.229,-118.577,Front,270,SK6805-1515 LED
LED738,SK6805-1515,-13.496,-118.576,Front,270,SK6805-1515 LED
LED739,SK6805-1515,-15.763,-118.575,Front,270,SK6805-1515 LED
LED740,SK6805-1515,-18.03,-118.573,Front,270,SK6805-1515 LED
LED741,SK6805-1515,-20.297,-118.572,Front,270,SK6805-1515 LED
LED742,SK6805-1515,-22.564,-118.571,Front,270,SK6805-1515 LED
LED743,SK6805-1515,-24.831,-118.57,Front,270,SK6805-1515 LED
LED744,SK6805-1515,-27.098,-118.569,Front,270,SK6805-1515 LED
LED745,SK6805-1515,-29.365,-118.567,Front,270,SK6805-1515 LED
LED746,SK6805-1515,-31.632,-118.566,Front,270,SK6805-1515 LED
